record_type,schema_version,status_seq,timestamp_ticks,status_domain,component,status_key,status_value,severity,flags
STS,1,228,776284048,rp2040_timer0,capture,dropped_count,0,INFO,0
STS,1,229,776288064,rp2040_timer0,capture,error_flags,0,INFO,0
STS,1,230,792276688,rp2040_timer0,system,uptime_seconds,49,INFO,0
STS,1,231,792280592,rp2040_timer0,capture,event_count,0,INFO,0
STS,1,232,792284048,rp2040_timer0,capture,dropped_count,0,INFO,0
STS,1,233,792288080,rp2040_timer0,capture,error_flags,0,INFO,0
STS,1,234,808276496,rp2040_timer0,system,uptime_seconds,50,INFO,0
STS,1,235,808280448,rp2040_timer0,capture,event_count,0,INFO,0
STS,1,236,808283776,rp2040_timer0,capture,dropped_count,0,INFO,0
STS,1,237,808287536,rp2040_timer0,capture,error_flags,0,INFO,0
STS,1,238,824276672,rp2040_timer0,system,uptime_seconds,51,INFO,0
STS,1,239,824280592,rp2040_timer0,capture,event_count,0,INFO,0
STS,1,240,824283968,rp2040_timer0,capture,dropped_count,0,INFO,0
STS,1,241,824287824,rp2040_timer0,capture,error_flags,0,INFO,0
STS,1,242,840276640,rp2040_timer0,system,uptime_seconds,52,INFO,0
STS,1,243,840280528,rp2040_timer0,capture,event_count,0,INFO,0
STS,1,244,840284032,rp2040_timer0,capture,dropped_count,0,INFO,0
STS,1,245,840287872,rp2040_timer0,capture,error_flags,0,INFO,0
STS,1,246,856276960,rp2040_timer0,system,uptime_seconds,53,INFO,0
STS,1,247,856280720,rp2040_timer0,capture,event_count,0,INFO,0
STS,1,248,856284272,rp2040_timer0,capture,dropped_count,0,INFO,0
STS,1,249,856288144,rp2040_timer0,capture,error_flags,0,INFO,0
STS,1,250,872276704,rp2040_timer0,system,uptime_seconds,54,INFO,0
STS,1,251,872280528,rp2040_timer0,capture,event_count,0,INFO,0
STS,1,252,872283952,rp2040_timer0,capture,dropped_count,0,INFO,0
STS,1,253,872287856,rp2040_timer0,capture,error_flags,0,INFO,0
STS,1,254,888276448,rp2040_timer0,system,uptime_seconds,55,INFO,0
STS,1,255,888280160,rp2040_timer0,capture,event_count,0,INFO,0
STS,1,256,888283680,rp2040_timer0,capture,dropped_count,0,INFO,0
STS,1,257,888287520,rp2040_timer0,capture,error_flags,0,INFO,0
STS,1,258,904276448,rp2040_timer0,system,uptime_seconds,56,INFO,0
STS,1,259,904280336,rp2040_timer0,capture,event_count,0,INFO,0
STS,1,260,904284000,rp2040_timer0,capture,dropped_count,0,INFO,0
